primitive_quality_assessment_id,registry_record_id,assessor_id,quality_score,quality_class,surfaceable,readiness_before,readiness_after,trust_before,trust_after,domains,signals,blockers,enriched_input_contract,enriched_output_contract,mutation_options,recommended_action,assessment_hash,serves_truth
primqa_f12c076b8db058acc5907ac4,primitive.repo.scripts_check_native_format_full_stack_py.instance.py_inst_scripts_check_native_format_full_stack_preserver,primitive_quality_promoter.v1,30,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""normalization"", ""validation""]","[""domain:normalization,validation"", ""effect_declared"", ""input_edge:source_symbol_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_value_candidate"", ""real_source_artifact""]","[""low_level_symbol"", ""missing_direct_function_blackbox"", ""private_helper_symbol"", ""thin_blackbox_description""]","{""kind"": ""instance"", ""shape"": ""source_symbol_candidate""}","{""kind"": ""instance"", ""shape"": ""python_value_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_a8bda36e6daa72e12297d9c4"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,e88675c0725207b76c8179f259faed52c82da8fdb7bf7149e7b21ebed1ed425f,false
primqa_673cfc4516f2b747a7f09c04,primitive.repo.scripts_check_native_format_full_stack_py.instance.py_inst_scripts_check_native_format_full_stack_self_test_svc,primitive_quality_promoter.v1,30,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""normalization"", ""validation""]","[""domain:normalization,validation"", ""effect_declared"", ""input_edge:source_symbol_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_value_candidate"", ""real_source_artifact""]","[""low_level_generated_name"", ""low_level_symbol"", ""missing_direct_function_blackbox"", ""thin_blackbox_description""]","{""kind"": ""instance"", ""shape"": ""source_symbol_candidate""}","{""kind"": ""instance"", ""shape"": ""python_value_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_1b1010fb1c1555347d9e7322"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,110cc8452adc495d6f98b60e91d962821d19ffa40a23a586d65ddc4edefdea4f,false
primqa_7547fd08643c3cfd628fe8a4,primitive.repo.scripts_check_native_format_full_stack_py.instance.py_inst_scripts_check_native_format_full_stack_self_test_tmp,primitive_quality_promoter.v1,30,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""normalization"", ""validation""]","[""domain:normalization,validation"", ""effect_declared"", ""input_edge:source_symbol_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_value_candidate"", ""real_source_artifact""]","[""low_level_generated_name"", ""low_level_symbol"", ""missing_direct_function_blackbox"", ""thin_blackbox_description""]","{""kind"": ""instance"", ""shape"": ""source_symbol_candidate""}","{""kind"": ""instance"", ""shape"": ""python_value_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_9261c10efe0831dddb372a22"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,7c36eab263871c8ce0b1d649b5effa9d6ef2e9222d583a2888ef5a83cd4bf088,false
primqa_2b93967d7ab15751c5365dd7,primitive.repo.scripts_check_native_format_full_stack_py.var.py_var_scripts_check_native_format_full_stack_held_out_value,primitive_quality_promoter.v1,30,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""normalization"", ""validation""]","[""domain:normalization,validation"", ""effect_declared"", ""input_edge:source_symbol_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_value_candidate"", ""real_source_artifact""]","[""low_level_symbol"", ""missing_direct_function_blackbox"", ""private_helper_symbol"", ""thin_blackbox_description""]","{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}","{""kind"": ""var"", ""shape"": ""python_value_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_5de44feab0711d8c5d292fca"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,fa90dbf31201fb10be4e3c26440714ba02835a275bf72d0237087e1e0547a285,false
primqa_7b19925ac546286664f98c1f,primitive.repo.scripts_check_native_format_full_stack_py.var.py_var_scripts_check_native_format_full_stack_now,primitive_quality_promoter.v1,30,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""normalization"", ""validation""]","[""domain:normalization,validation"", ""effect_declared"", ""input_edge:source_symbol_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_value_candidate"", ""real_source_artifact""]","[""low_level_symbol"", ""missing_direct_function_blackbox"", ""private_helper_symbol"", ""thin_blackbox_description""]","{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}","{""kind"": ""var"", ""shape"": ""python_value_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_da8c3353cf54b5c7757ab646"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,3497c8f1ced9683f911637e64087a31499e406d1590b139bbc686c4df0f0c99d,false
primqa_1636934dd0d8c65c383fcca0,primitive.repo.scripts_check_native_format_full_stack_py.var.py_var_scripts_check_native_format_full_stack_repo,primitive_quality_promoter.v1,30,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""normalization"", ""validation""]","[""domain:normalization,validation"", ""effect_declared"", ""input_edge:source_symbol_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_value_candidate"", ""real_source_artifact""]","[""low_level_symbol"", ""missing_direct_function_blackbox"", ""private_helper_symbol"", ""thin_blackbox_description""]","{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}","{""kind"": ""var"", ""shape"": ""python_value_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_dd73a4232fa931699f846da6"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,ef1b19156aa54479f2591adea5a6d1a9e224fc4f7be4261d8dc356634587e1a3,false
primqa_a86e1b8d62fdc0269843b31a,primitive.repo.scripts_check_native_format_full_stack_py.var.py_var_scripts_check_native_format_full_stack_source_value,primitive_quality_promoter.v1,30,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""normalization"", ""validation""]","[""domain:normalization,validation"", ""effect_declared"", ""input_edge:source_symbol_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_value_candidate"", ""real_source_artifact""]","[""low_level_symbol"", ""missing_direct_function_blackbox"", ""private_helper_symbol"", ""thin_blackbox_description""]","{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}","{""kind"": ""var"", ""shape"": ""python_value_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_f3e7927fe8339d4189e7add9"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,70ed8c2b2d59388f944e25653ba3a97e85a87ef5a72a366a7e161079edbed991,false
primqa_a8a25a69af94fef5722fd945,primitive.repo.scripts_check_native_format_full_stack_py.var.py_var_scripts_check_native_format_full_stack_verified_value,primitive_quality_promoter.v1,30,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""normalization"", ""validation""]","[""domain:normalization,validation"", ""effect_declared"", ""input_edge:source_symbol_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_value_candidate"", ""real_source_artifact""]","[""low_level_symbol"", ""missing_direct_function_blackbox"", ""private_helper_symbol"", ""thin_blackbox_description""]","{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}","{""kind"": ""var"", ""shape"": ""python_value_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_15441de741d1270d0ebe62e6"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,94c7edc5dccd78c4f10042a411b931d431fdd134c15a704e8c1051c6f0b45d8f,false
primqa_81af9c0dedfeeede9cf465a7,primitive.repo.scripts_check_native_json_roundtrip_py.instance.py_inst_scripts_check_native_json_roundtrip_self_test_svc,primitive_quality_promoter.v1,30,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""parsing"", ""validation""]","[""domain:parsing,validation"", ""effect_declared"", ""input_edge:source_symbol_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_value_candidate"", ""real_source_artifact""]","[""low_level_generated_name"", ""low_level_symbol"", ""missing_direct_function_blackbox"", ""thin_blackbox_description""]","{""kind"": ""instance"", ""shape"": ""source_symbol_candidate""}","{""kind"": ""instance"", ""shape"": ""python_value_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_a2f359d1e1c18fd56af65256"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,68c2ef919011870525364bb0c9f820a51de15211e514dd968aa8c49cd87a3ce9,false
primqa_61353961d8fe0822e5ed9f9c,primitive.repo.scripts_check_native_json_roundtrip_py.var.py_var_scripts_check_native_json_roundtrip_now,primitive_quality_promoter.v1,30,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""parsing"", ""validation""]","[""domain:parsing,validation"", ""effect_declared"", ""input_edge:source_symbol_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_value_candidate"", ""real_source_artifact""]","[""low_level_symbol"", ""missing_direct_function_blackbox"", ""private_helper_symbol"", ""thin_blackbox_description""]","{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}","{""kind"": ""var"", ""shape"": ""python_value_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_c7a6f1bc4e4e8f8dcb02131f"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,caa844852e80a290453a1c33fbb181f9c0a9bdb2c44a0d73b7e9cf307e86eee1,false
primqa_5b2f476aa3953b30f957fdbe,primitive.repo.scripts_check_native_json_roundtrip_py.var.py_var_scripts_check_native_json_roundtrip_repo,primitive_quality_promoter.v1,30,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""parsing"", ""validation""]","[""domain:parsing,validation"", ""effect_declared"", ""input_edge:source_symbol_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_value_candidate"", ""real_source_artifact""]","[""low_level_symbol"", ""missing_direct_function_blackbox"", ""private_helper_symbol"", ""thin_blackbox_description""]","{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}","{""kind"": ""var"", ""shape"": ""python_value_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_900fc3e8341d96c27b2868b2"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,501f585d0c6c7050c05a7c9460dfa59bc716c991544764b4255947dd6d4f495e,false
primqa_767845692075976a67ce585b,primitive.repo.scripts_check_native_output_modes_py.var.py_var_scripts_check_native_output_modes_modes_file,primitive_quality_promoter.v1,30,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""file_artifact"", ""validation""]","[""domain:file_artifact,validation"", ""effect_declared"", ""input_edge:source_symbol_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_value_candidate"", ""real_source_artifact""]","[""low_level_symbol"", ""missing_direct_function_blackbox"", ""private_helper_symbol"", ""thin_blackbox_description""]","{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}","{""kind"": ""var"", ""shape"": ""python_value_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_af544a44b597e0a17875c42a"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,a932f141639f015bcc184d012df9706a73736618a899d0fceadc371ea7055e5b,false
primqa_22c3aaa6977e9ce5dca34ebd,primitive.repo.scripts_check_observer_agentic_py.var.py_var_scripts_check_observer_agentic_repo,primitive_quality_promoter.v1,30,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""validation"", ""workflow_observer""]","[""domain:validation,workflow_observer"", ""effect_declared"", ""input_edge:source_symbol_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_value_candidate"", ""real_source_artifact""]","[""low_level_symbol"", ""missing_direct_function_blackbox"", ""private_helper_symbol"", ""thin_blackbox_description""]","{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}","{""kind"": ""var"", ""shape"": ""python_value_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_413b0dd65fc0e4679f90dca9"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,57a3416eb828dc083afcf527639320fe1f449c056869b44f35bd7e19083acbfc,false
primqa_58ef95fb7963727128ef9682,primitive.repo.scripts_check_observer_capture_store_py.var.py_var_scripts_check_observer_capture_store_repo,primitive_quality_promoter.v1,30,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""validation"", ""workflow_observer""]","[""domain:validation,workflow_observer"", ""effect_declared"", ""input_edge:source_symbol_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_value_candidate"", ""real_source_artifact""]","[""low_level_symbol"", ""missing_direct_function_blackbox"", ""private_helper_symbol"", ""thin_blackbox_description""]","{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}","{""kind"": ""var"", ""shape"": ""python_value_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_7beada7ce54de2d0de179481"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,c6dc07835c727ad3933a162b566fa420854441cde056171fe6a3813319db084f,false
primqa_9e87b2164ad25c8ed030412a,primitive.repo.scripts_check_observer_consent_py.var.py_var_scripts_check_observer_consent_repo,primitive_quality_promoter.v1,30,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""validation"", ""workflow_observer""]","[""domain:validation,workflow_observer"", ""effect_declared"", ""input_edge:source_symbol_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_value_candidate"", ""real_source_artifact""]","[""low_level_symbol"", ""missing_direct_function_blackbox"", ""private_helper_symbol"", ""thin_blackbox_description""]","{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}","{""kind"": ""var"", ""shape"": ""python_value_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_938dc310ec81d02ca53f0ed8"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,b57e117b63d1f9373ed52dc15cf8838373aec719a4c765fd7709c8310eee2279,false
primqa_142adb94d3cf2298ae85334b,primitive.repo.scripts_check_observer_corpus_py.var.py_var_scripts_check_observer_corpus_repo,primitive_quality_promoter.v1,30,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""validation"", ""workflow_observer""]","[""domain:validation,workflow_observer"", ""effect_declared"", ""input_edge:source_symbol_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_value_candidate"", ""real_source_artifact""]","[""low_level_symbol"", ""missing_direct_function_blackbox"", ""private_helper_symbol"", ""thin_blackbox_description""]","{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}","{""kind"": ""var"", ""shape"": ""python_value_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_1c845035c041ebd18bace14c"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,b019c5bc5f3d280f6fd5dcf28fa279e5687e233e903725b1b7cc5c080b3c58dc,false
primqa_4760dd0f8485fb5ee912efab,primitive.repo.scripts_check_observer_local_service_py.instance.py_inst_scripts_check_observer_local_service_self_test_tmp,primitive_quality_promoter.v1,30,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""validation"", ""workflow_observer""]","[""domain:validation,workflow_observer"", ""effect_declared"", ""input_edge:source_symbol_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_value_candidate"", ""real_source_artifact""]","[""low_level_generated_name"", ""low_level_symbol"", ""missing_direct_function_blackbox"", ""thin_blackbox_description""]","{""kind"": ""instance"", ""shape"": ""source_symbol_candidate""}","{""kind"": ""instance"", ""shape"": ""python_value_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_5a08c640f39e22e808fc4359"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,e426c4d9e652077bcb6b7a1802159142a098264eefdde521d1e01604df3e7582,false
primqa_58a19d733b1def2b8dba0151,primitive.repo.scripts_check_observer_review_py.var.py_var_scripts_check_observer_review_repo,primitive_quality_promoter.v1,30,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""validation"", ""workflow_observer""]","[""domain:validation,workflow_observer"", ""effect_declared"", ""input_edge:source_symbol_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_value_candidate"", ""real_source_artifact""]","[""low_level_symbol"", ""missing_direct_function_blackbox"", ""private_helper_symbol"", ""thin_blackbox_description""]","{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}","{""kind"": ""var"", ""shape"": ""python_value_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_14c2a719087aa8dc4238c853"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,ba5151a55b6a833cf7e5fa8b877d4d8d10d08c521b84aa523fee3d2fcfa146a0,false
primqa_02cfe9cf5a2ac2d6eb03c9da,primitive.repo.scripts_check_observer_router_py.var.py_var_scripts_check_observer_router_fake_secret_line,primitive_quality_promoter.v1,30,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""validation"", ""workflow_observer""]","[""domain:validation,workflow_observer"", ""effect_declared"", ""input_edge:source_symbol_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_value_candidate"", ""real_source_artifact""]","[""low_level_symbol"", ""missing_direct_function_blackbox"", ""private_helper_symbol"", ""thin_blackbox_description""]","{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}","{""kind"": ""var"", ""shape"": ""python_value_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_278dbb63bf766a0f215f0e8b"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,6c8c6ad424f71370b5f610f61ccab8e7904d0ee8d314d9d18afdaf326f05b4be,false
primqa_c6036a4f5335c01d714506c1,primitive.repo.scripts_check_observer_router_py.var.py_var_scripts_check_observer_router_heuristics,primitive_quality_promoter.v1,30,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""validation"", ""workflow_observer""]","[""domain:validation,workflow_observer"", ""effect_declared"", ""input_edge:source_symbol_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_value_candidate"", ""real_source_artifact""]","[""low_level_symbol"", ""missing_direct_function_blackbox"", ""private_helper_symbol"", ""thin_blackbox_description""]","{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}","{""kind"": ""var"", ""shape"": ""python_value_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_cfc3260a6053d935857533fc"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,f62774b7c428a78dc598287ff6393f2f681e8a9a9cb0a8145a07c22805fec17a,false
primqa_cc3a4072d8677c1b20051496,primitive.repo.scripts_check_observer_router_py.var.py_var_scripts_check_observer_router_repo,primitive_quality_promoter.v1,30,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""validation"", ""workflow_observer""]","[""domain:validation,workflow_observer"", ""effect_declared"", ""input_edge:source_symbol_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_value_candidate"", ""real_source_artifact""]","[""low_level_symbol"", ""missing_direct_function_blackbox"", ""private_helper_symbol"", ""thin_blackbox_description""]","{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}","{""kind"": ""var"", ""shape"": ""python_value_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_3b60f544e3591432666ba0c0"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,acd591800f27f05e8a2b533e5b47b9636528f165a3112f67787d949380748f9e,false
primqa_02faac9566bf92b37bf9e025,primitive.repo.scripts_check_ollama_free_limited_compatibility_py.var.py_var_scripts_check_ollama_free_limited_compatibility_cloud,primitive_quality_promoter.v1,30,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""devops_cloud"", ""validation""]","[""domain:devops_cloud,validation"", ""effect_declared"", ""input_edge:source_symbol_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_value_candidate"", ""real_source_artifact""]","[""low_level_symbol"", ""missing_direct_function_blackbox"", ""private_helper_symbol"", ""thin_blackbox_description""]","{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}","{""kind"": ""var"", ""shape"": ""python_value_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_5fe0efc42a34a264dab2b773"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,23dad3154e7c37fba8866812f82f738c8fd3ec125e8e0e2e06db7cf9d287aac2,false
primqa_9ce014aecaf431585ccad3b4,primitive.repo.scripts_check_open_hubs_bridge_graph_py.var.py_var_scripts_check_open_hubs_bridge_graph_artifact_kinds,primitive_quality_promoter.v1,30,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""file_artifact"", ""validation""]","[""domain:file_artifact,validation"", ""effect_declared"", ""input_edge:source_symbol_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_value_candidate"", ""real_source_artifact""]","[""low_level_symbol"", ""missing_direct_function_blackbox"", ""private_helper_symbol"", ""thin_blackbox_description""]","{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}","{""kind"": ""var"", ""shape"": ""python_value_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_8d29f11c28230afb73e851bf"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,f18f95af6a046d9400873db3cf9b4d6a18244dd1aa071f66802dab0c885fccf5,false
primqa_4d5bc987ff54fdaea64da8a3,primitive.repo.scripts_check_optimization_lossless_distillation_py.class.py_class_scripts_check_optimization_lossless_distillation_handledroppingoptimizer,primitive_quality_promoter.v1,30,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""validation""]","[""domain:validation"", ""effect_declared"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_class_object_candidate"", ""preferred_symbol_kind:class"", ""real_source_artifact""]","[""input_edge_needs_contract_enrichment"", ""missing_direct_function_blackbox"", ""private_helper_symbol"", ""thin_blackbox_description""]","{""constructor_contract"": ""unknown_candidate"", ""shape"": ""python_class_candidate""}","{""shape"": ""python_class_object_candidate""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_73a721936b1b8eefe57b02d0"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,b974d0d9244fa76705d7df9a21ba7e16a419fc9f16d5b03cbed1486da9814f5c,false
