primitive_effect_id,registry_record_id,effect_kind,effect_scope,requires_gate,requires_receipt,idempotency_required
effect_d161658dc7bb78d06797ff0c,primitive.repo.scripts_check_determinism_api_py.function.py_function_scripts_check_determinism_api_self_test_check,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_5152abb17c28b1023eebaa60,primitive.repo.scripts_check_determinism_api_py.function.py_function_scripts_check_determinism_api_main,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_3e4c323383686adf1760aff4,primitive.repo.scripts_check_determinism_contracts_py.var.py_var_scripts_check_determinism_contracts_repo,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_f9754d01cbe68e4856dc3954,primitive.repo.scripts_check_determinism_contracts_py.var.py_var_scripts_check_determinism_contracts_schema_dir,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_ee53f1f3149c414995ca19eb,primitive.repo.scripts_check_determinism_contracts_py.var.py_var_scripts_check_determinism_contracts_ex_dir,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_5507906ad35d559cdef31ce4,primitive.repo.scripts_check_determinism_contracts_py.var.py_var_scripts_check_determinism_contracts_schemas,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_e1ebee029ebe853b1b06f48b,primitive.repo.scripts_check_determinism_contracts_py.var.py_var_scripts_check_determinism_contracts_allowed_keywords,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_41f95cf94e05a6babecba828,primitive.repo.scripts_check_determinism_contracts_py.var.py_var_scripts_check_determinism_contracts_workflowtrace_required,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_9917f138ddc7715beb40e824,primitive.repo.scripts_check_determinism_contracts_py.var.py_var_scripts_check_determinism_contracts_rulecandidate_required,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_1b0dc174b245d84d43adc8b4,primitive.repo.scripts_check_determinism_contracts_py.var.py_var_scripts_check_determinism_contracts_promotion_required,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_8a55dde3a5e87e1abd258737,primitive.repo.scripts_check_determinism_contracts_py.function.py_function_scripts_check_determinism_contracts_keys_ok,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_158fa478c1f39707ecdfef07,primitive.repo.scripts_check_determinism_contracts_py.function.py_function_scripts_check_determinism_contracts_enum_of,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_293f8b9b8b3d1c1022e16fec,primitive.repo.scripts_check_determinism_contracts_py.function.py_function_scripts_check_determinism_contracts_self_test,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_70827fc212cb331ebe1eae78,primitive.repo.scripts_check_determinism_contracts_py.function.py_function_scripts_check_determinism_contracts_self_test_check,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_ee6132c8df7b7917073dec39,primitive.repo.scripts_check_determinism_contracts_py.function.py_function_scripts_check_determinism_contracts_main,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_c46fad3e27f92e1aeb62ee06,primitive.repo.scripts_check_determinism_full_stack_py.var.py_var_scripts_check_determinism_full_stack_repo,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_2c6b57f356a6b52b06ff5c5f,primitive.repo.scripts_check_determinism_full_stack_py.var.py_var_scripts_check_determinism_full_stack_now,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_280181e2bf12f91034f1b2fb,primitive.repo.scripts_check_determinism_full_stack_py.var.py_var_scripts_check_determinism_full_stack_tenant,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_30d20e8c33e2c8695d604a1b,primitive.repo.scripts_check_determinism_full_stack_py.var.py_var_scripts_check_determinism_full_stack_private_tenant,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_276195c4a62b192923559fab,primitive.repo.scripts_check_determinism_full_stack_py.var.py_var_scripts_check_determinism_full_stack_verified_answer,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_6f3112c61ff458a97f1d1adc,primitive.repo.scripts_check_determinism_full_stack_py.var.py_var_scripts_check_determinism_full_stack_held_out_answer,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_9196f2b6ab25eba60fe19938,primitive.repo.scripts_check_determinism_full_stack_py.var.py_var_scripts_check_determinism_full_stack_decision_key,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_a75ca90ef96976550cb22539,primitive.repo.scripts_check_determinism_full_stack_py.var.py_var_scripts_check_determinism_full_stack_workflow,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_e0254e47c4d810a106232d3b,primitive.repo.scripts_check_determinism_full_stack_py.var.py_var_scripts_check_determinism_full_stack_verified_decision,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_d96bcca9f4e468d85760bbb6,primitive.repo.scripts_check_determinism_full_stack_py.var.py_var_scripts_check_determinism_full_stack_verified_inputs,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_14ad47a690b5aed4e7c271b8,primitive.repo.scripts_check_determinism_full_stack_py.var.py_var_scripts_check_determinism_full_stack_verified_final_decision,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_c03d4a493826aea00b848552,primitive.repo.scripts_check_determinism_full_stack_py.function.py_function_scripts_check_determinism_full_stack_print_row,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_b80e502bfb8cccf7641ccdb8,primitive.repo.scripts_check_determinism_full_stack_py.function.py_function_scripts_check_determinism_full_stack_self_test,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_e52414bd3ff674f8980cf8fc,primitive.repo.scripts_check_determinism_full_stack_py.instance.py_inst_scripts_check_determinism_full_stack_self_test_tmp,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_ae2ecc50d31cbfd743e3b930,primitive.repo.scripts_check_determinism_full_stack_py.function.py_function_scripts_check_determinism_full_stack_run,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_8fb37e4ea2e22d88ea8a981e,primitive.repo.scripts_check_determinism_full_stack_py.function.py_function_scripts_check_determinism_full_stack_run_check,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_65b94b682864706cc91177ee,primitive.repo.scripts_check_determinism_full_stack_py.instance.py_inst_scripts_check_determinism_full_stack_run_store,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_e145d8c540944281240431a7,primitive.repo.scripts_check_determinism_full_stack_py.instance.py_inst_scripts_check_determinism_full_stack_run_store2,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_b301bb8b3e3aa2992449161b,primitive.repo.scripts_check_determinism_full_stack_py.function.py_function_scripts_check_determinism_full_stack_finish,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_9985f658b6443945df8864ba,primitive.repo.scripts_check_determinism_full_stack_py.function.py_function_scripts_check_determinism_full_stack_main,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_50f02245299109300bb50a41,primitive.repo.scripts_check_determinism_pattern_miner_py.var.py_var_scripts_check_determinism_pattern_miner_repo,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_96077e7236750ac02d6ac7b9,primitive.repo.scripts_check_determinism_pattern_miner_py.var.py_var_scripts_check_determinism_pattern_miner_t1,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_ef0231f011e356c6ceb25aaa,primitive.repo.scripts_check_determinism_pattern_miner_py.var.py_var_scripts_check_determinism_pattern_miner_t2,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_b96c759f6801ecda54f51768,primitive.repo.scripts_check_determinism_pattern_miner_py.var.py_var_scripts_check_determinism_pattern_miner_recon_key,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_d790ea186cd7f13a1eea57d7,primitive.repo.scripts_check_determinism_pattern_miner_py.var.py_var_scripts_check_determinism_pattern_miner_verified_decision,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_8d153127466d0a49f89a113a,primitive.repo.scripts_check_determinism_pattern_miner_py.function.py_function_scripts_check_determinism_pattern_miner_build_fixture,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_a133de183bf3b33c15827a68,primitive.repo.scripts_check_determinism_pattern_miner_py.instance.py_inst_scripts_check_determinism_pattern_miner_build_fixture_store,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_79783128cd10ad3a09fbdd0f,primitive.repo.scripts_check_determinism_pattern_miner_py.function.py_function_scripts_check_determinism_pattern_miner_self_test,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_60c1b3b470f5c58583c177a0,primitive.repo.scripts_check_determinism_pattern_miner_py.function.py_function_scripts_check_determinism_pattern_miner_self_test_check,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_cd4c9e20c1d2d1f0c28b4e68,primitive.repo.scripts_check_determinism_pattern_miner_py.function.py_function_scripts_check_determinism_pattern_miner_main,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_1f5ff48d651831833af0d5e6,primitive.repo.scripts_check_determinism_redteam_py.var.py_var_scripts_check_determinism_redteam_repo,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_54bfcf3b4523eea36a405ec5,primitive.repo.scripts_check_determinism_redteam_py.var.py_var_scripts_check_determinism_redteam_now,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_c157489a013f265f60f6e796,primitive.repo.scripts_check_determinism_redteam_py.var.py_var_scripts_check_determinism_redteam_verified_answer,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_85da20f7b21d1973c371effb,primitive.repo.scripts_check_determinism_redteam_py.var.py_var_scripts_check_determinism_redteam_held_out_answer,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_70085c4b5fcf2d6b55e8ada8,primitive.repo.scripts_check_determinism_redteam_py.const.py_const_scripts_check_determinism_redteam_tenant_private,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_9b2b4aa61f6d2c58f392e270,primitive.repo.scripts_check_determinism_redteam_py.const.py_const_scripts_check_determinism_redteam_global_public,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_ee873d3e926d7e6bf44ea839,primitive.repo.scripts_check_determinism_redteam_py.function.py_function_scripts_check_determinism_redteam_hid,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_f0314d31938963b92e2ac388,primitive.repo.scripts_check_determinism_redteam_py.class.py_class_scripts_check_determinism_redteam_ruleunderreview,unknown_candidate,"{""execution_surface"": ""python_class_candidate""}",true,false,false
effect_a8f53cff368b33fe7d37af4e,primitive.repo.scripts_check_determinism_redteam_py.var.py_var_scripts_check_determinism_redteam_ruleunderreview_rule_id,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_f68c7ce091b58459ad72306a,primitive.repo.scripts_check_determinism_redteam_py.var.py_var_scripts_check_determinism_redteam_ruleunderreview_rule_type,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_77b64eef30589f8f726320f5,primitive.repo.scripts_check_determinism_redteam_py.var.py_var_scripts_check_determinism_redteam_ruleunderreview_served_answer,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_02543fd389c6fabcf2bfb826,primitive.repo.scripts_check_determinism_redteam_py.var.py_var_scripts_check_determinism_redteam_ruleunderreview_distilled_from_trace_ids,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_db025113b6b2406d029a1485,primitive.repo.scripts_check_determinism_redteam_py.var.py_var_scripts_check_determinism_redteam_ruleunderreview_source_verified,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_96f4d36f63fcfcf6f198021e,primitive.repo.scripts_check_determinism_redteam_py.var.py_var_scripts_check_determinism_redteam_ruleunderreview_consensus_only,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_ac621daa90dfb37279415890,primitive.repo.scripts_check_determinism_redteam_py.var.py_var_scripts_check_determinism_redteam_ruleunderreview_scope,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_a241d55ce17673d765c2e57f,primitive.repo.scripts_check_determinism_redteam_py.var.py_var_scripts_check_determinism_redteam_ruleunderreview_built_from_tenant_private,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_c834b3c07124837fbe04a42f,primitive.repo.scripts_check_determinism_redteam_py.var.py_var_scripts_check_determinism_redteam_ruleunderreview_anonymized_and_approved,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_8699be6e600b2e81e9c7c4de,primitive.repo.scripts_check_determinism_redteam_py.var.py_var_scripts_check_determinism_redteam_ruleunderreview_unsafe_count,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_e8e9dfc6f8fea22ef89e72a7,primitive.repo.scripts_check_determinism_redteam_py.var.py_var_scripts_check_determinism_redteam_ruleunderreview_handles_preserved,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_8f590beb4465cc5f8aefee0c,primitive.repo.scripts_check_determinism_redteam_py.var.py_var_scripts_check_determinism_redteam_ruleunderreview_fallback_policy,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_b099c47924e2aef7a9d5f091,primitive.repo.scripts_check_determinism_redteam_py.var.py_var_scripts_check_determinism_redteam_ruleunderreview_replay_report_id,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_b78cb639fd643e5c6c96d46a,primitive.repo.scripts_check_determinism_redteam_py.var.py_var_scripts_check_determinism_redteam_ruleunderreview_traces_preserved,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_c8dd342821dfb89a57958d41,primitive.repo.scripts_check_determinism_redteam_py.class.py_class_scripts_check_determinism_redteam_promotiondecision,unknown_candidate,"{""execution_surface"": ""python_class_candidate""}",true,false,false
effect_a1d9ad845c65cf02fca01ad8,primitive.repo.scripts_check_determinism_redteam_py.var.py_var_scripts_check_determinism_redteam_promotiondecision_receipt_id,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_de838e307e39a91f092f237a,primitive.repo.scripts_check_determinism_redteam_py.var.py_var_scripts_check_determinism_redteam_promotiondecision_rule_id,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_99dae2142283b4d8da8584f9,primitive.repo.scripts_check_determinism_redteam_py.var.py_var_scripts_check_determinism_redteam_promotiondecision_decision,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_4dd3c60686e40ff2c7ed64e2,primitive.repo.scripts_check_determinism_redteam_py.var.py_var_scripts_check_determinism_redteam_promotiondecision_blocked_reasons,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_52f1dc2c1b72ea93b4e67cbb,primitive.repo.scripts_check_determinism_redteam_py.var.py_var_scripts_check_determinism_redteam_promotiondecision_created_at,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_40ee94a36874bb5339b92242,primitive.repo.scripts_check_determinism_redteam_py.function.py_function_scripts_check_determinism_redteam_promotion_gate,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_b65b3998f524b83f77ba46cd,primitive.repo.scripts_check_determinism_redteam_py.function.py_function_scripts_check_determinism_redteam_clean_rule,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_4ca506b62b7629a85d79c422,primitive.repo.scripts_check_determinism_redteam_py.function.py_function_scripts_check_determinism_redteam_self_test,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_32f3e69ae25fce995a9fd7d0,primitive.repo.scripts_check_determinism_redteam_py.function.py_function_scripts_check_determinism_redteam_self_test_attack_fails_safely,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_2941478c461ea7dea91d8989,primitive.repo.scripts_check_determinism_redteam_py.function.py_function_scripts_check_determinism_redteam_main,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_6a31389c64869c97f839ef55,primitive.repo.scripts_check_determinism_ui_py.var.py_var_scripts_check_determinism_ui_repo,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_37cf461c1f00b3827b566d60,primitive.repo.scripts_check_determinism_ui_py.var.py_var_scripts_check_determinism_ui_page,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_5670d4049629f54a4a169fed,primitive.repo.scripts_check_determinism_ui_py.var.py_var_scripts_check_determinism_ui_allowed_fetch_prefix,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_b5d43bd42fb557b44be4f172,primitive.repo.scripts_check_determinism_ui_py.var.py_var_scripts_check_determinism_ui_forbidden,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_9d5928a9414ec17fecf73c9d,primitive.repo.scripts_check_determinism_ui_py.var.py_var_scripts_check_determinism_ui_required_panels,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_26c2cffa15d33f405c5f9ea7,primitive.repo.scripts_check_determinism_ui_py.var.py_var_scripts_check_determinism_ui_required_labels,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_ccb9ae5595186abd1737fc71,primitive.repo.scripts_check_determinism_ui_py.var.py_var_scripts_check_determinism_ui_required_states,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_543e3ac51cdceb93184a31dd,primitive.repo.scripts_check_determinism_ui_py.function.py_function_scripts_check_determinism_ui_endpoint_literals,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_e1ed8af2b54a1738d6998d7d,primitive.repo.scripts_check_determinism_ui_py.function.py_function_scripts_check_determinism_ui_fetch_targets,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_07e2c0074ef5de7b9bf4c81e,primitive.repo.scripts_check_determinism_ui_py.function.py_function_scripts_check_determinism_ui_self_test,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_2ff9dce00d9328bb7d379eb2,primitive.repo.scripts_check_determinism_ui_py.function.py_function_scripts_check_determinism_ui_self_test_check,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_35438fe2c7f34f4fba04f779,primitive.repo.scripts_check_determinism_ui_py.function.py_function_scripts_check_determinism_ui_main,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_5d083a346d5b2c3032e0491b,primitive.repo.scripts_check_deterministic_rule_fallback_py.var.py_var_scripts_check_deterministic_rule_fallback_repo,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_6381de484cb0b6883ec08981,primitive.repo.scripts_check_deterministic_rule_fallback_py.const.py_const_scripts_check_deterministic_rule_fallback_now,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_2920e6794b6cfdff3cce0008,primitive.repo.scripts_check_deterministic_rule_fallback_py.function.py_function_scripts_check_deterministic_rule_fallback_candidate,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_d52bd3bddcd47aae4ee1dc39,primitive.repo.scripts_check_deterministic_rule_fallback_py.var.py_var_scripts_check_deterministic_rule_fallback_in_dist,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_f1ebd59b784f09f97a23c0ba,primitive.repo.scripts_check_deterministic_rule_fallback_py.function.py_function_scripts_check_deterministic_rule_fallback_self_test,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_367e7883dc7c5c578485d05f,primitive.repo.scripts_check_deterministic_rule_fallback_py.function.py_function_scripts_check_deterministic_rule_fallback_self_test_check,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_9c18e57178dfba2028343c1e,primitive.repo.scripts_check_deterministic_rule_fallback_py.instance.py_inst_scripts_check_deterministic_rule_fallback_self_test_promoted,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_e355fee8fc7841c7138f5bdd,primitive.repo.scripts_check_deterministic_rule_fallback_py.function.py_function_scripts_check_deterministic_rule_fallback_main,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_b4dff5805c4b2b6070cdfb44,primitive.repo.scripts_check_digestion_open_hub_outputs_py.instance.py_inst_scripts_check_digestion_open_hub_outputs_repo,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_7e83f5691e5722b19351becf,primitive.repo.scripts_check_digestion_open_hub_outputs_py.var.py_var_scripts_check_digestion_open_hub_outputs_now,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_8560e3c91532db541eec5ffb,primitive.repo.scripts_check_digestion_open_hub_outputs_py.var.py_var_scripts_check_digestion_open_hub_outputs_fx,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_2c5a2f0ab4af771d31a72e2e,primitive.repo.scripts_check_digestion_open_hub_outputs_py.function.py_function_scripts_check_digestion_open_hub_outputs_self_test,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_8069b806b5748d27c173156b,primitive.repo.scripts_check_digestion_open_hub_outputs_py.function.py_function_scripts_check_digestion_open_hub_outputs_self_test_check,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_cfe8ee04ce1d81ba83edec37,primitive.repo.scripts_check_discovery_pipeline_py.const.py_const_scripts_check_discovery_pipeline_repo,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_f9f58d27279cfdd710c06bac,primitive.repo.scripts_check_discovery_pipeline_py.function.py_function_scripts_check_discovery_pipeline_self_test,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_df7cbe331f6ce24ce154c1ce,primitive.repo.scripts_check_discovery_pipeline_py.function.py_function_scripts_check_discovery_pipeline_self_test_ck,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_c2302e22a2108c3addce4135,primitive.repo.scripts_check_distillation_rehydration_py.var.py_var_scripts_check_distillation_rehydration_repo,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_03d9fce8b00602faa02773e0,primitive.repo.scripts_check_distillation_rehydration_py.var.py_var_scripts_check_distillation_rehydration_now,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_c481badee2001a92ced9f529,primitive.repo.scripts_check_distillation_rehydration_py.var.py_var_scripts_check_distillation_rehydration_tenant,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_aceb747555135ddb61cb9b2b,primitive.repo.scripts_check_distillation_rehydration_py.var.py_var_scripts_check_distillation_rehydration_other,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_c4c2667e1310efcfb4f3a3ea,primitive.repo.scripts_check_distillation_rehydration_py.var.py_var_scripts_check_distillation_rehydration_handle,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_ffd91f3d129beb55912ce680,primitive.repo.scripts_check_distillation_rehydration_py.var.py_var_scripts_check_distillation_rehydration_raw,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_4b2481583305d1f896dd38f5,primitive.repo.scripts_check_distillation_rehydration_py.function.py_function_scripts_check_distillation_rehydration_build,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_505eb223f133239bed0c402f,primitive.repo.scripts_check_distillation_rehydration_py.function.py_function_scripts_check_distillation_rehydration_self_test,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_ce9f8dfc501c5b12ecb2f15a,primitive.repo.scripts_check_distillation_rehydration_py.function.py_function_scripts_check_distillation_rehydration_self_test_check,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_a2419b40ac20177390bcb166,primitive.repo.scripts_check_distillation_rehydration_py.instance.py_inst_scripts_check_distillation_rehydration_self_test_store,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_59f365eaba0fbf83f81adb22,primitive.repo.scripts_check_distillation_rehydration_py.instance.py_inst_scripts_check_distillation_rehydration_self_test_other,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_b7a4d20780117f3b4c2ce406,primitive.repo.scripts_check_distillation_rehydration_py.function.py_function_scripts_check_distillation_rehydration_main,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_180f5776443df1e521772b21,primitive.repo.scripts_check_distillation_rollback_py.var.py_var_scripts_check_distillation_rollback_repo,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_966490c682fa9db2bfda20b2,primitive.repo.scripts_check_distillation_rollback_py.var.py_var_scripts_check_distillation_rollback_now,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_fbe4b52a1c109c792ff7ece4,primitive.repo.scripts_check_distillation_rollback_py.var.py_var_scripts_check_distillation_rollback_tenant,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_84d017b35d48a4799b00f886,primitive.repo.scripts_check_distillation_rollback_py.var.py_var_scripts_check_distillation_rollback_pack_key,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_706b3deeeaaeeb156a417275,primitive.repo.scripts_check_distillation_rollback_py.var.py_var_scripts_check_distillation_rollback_handle,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
effect_49288cb90caa38ead7fef4cf,primitive.repo.scripts_check_distillation_rollback_py.function.py_function_scripts_check_distillation_rollback_setup,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_e142422aae976243306f6bb4,primitive.repo.scripts_check_distillation_rollback_py.function.py_function_scripts_check_distillation_rollback_self_test,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_825caf6c9ec85eb3b2611da6,primitive.repo.scripts_check_distillation_rollback_py.function.py_function_scripts_check_distillation_rollback_self_test_check,unknown_candidate,"{""execution_surface"": ""python_callable_candidate""}",true,false,false
effect_9bffad7fd91e8e780810ff8e,primitive.repo.scripts_check_distillation_rollback_py.instance.py_inst_scripts_check_distillation_rollback_self_test_store,unknown_candidate,"{""execution_surface"": ""python_source_symbol_candidate""}",true,false,false
