primitive_edge_id,registry_record_id,edge_role,edge_name,contract_uid,contract_notation,shape,field_keys,schema_json,artifact_policy,secret_policy,edge_hash
edge_cb1ca14fb9b3ee9962961430,primitive.repo.scripts_check_capability_binding_landscape_py.var.py_var_scripts_check_capability_binding_landscape_positioning_tokens,output,output,contract_db10d734bd4330f00feb890e,python_value_candidate,python_value_candidate,[],"{""kind"": ""var"", ""shape"": ""python_value_candidate""}",{},{},cb1ca14fb9b3ee99629614303a14bf6ed62133e231e220b306d126ab48033051
edge_68fbdda48693eab6ba31d552,primitive.repo.scripts_check_capability_binding_landscape_py.var.py_var_scripts_check_capability_binding_landscape_key_re,input,input,contract_7a3fc5080c880296de9c9131,source_symbol_candidate,source_symbol_candidate,[],"{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}",{},{},68fbdda48693eab6ba31d5529abfc83f49d6c227ae561db3556ffc19a27245a2
edge_ba6651dfcf7dded028cdee8e,primitive.repo.scripts_check_capability_binding_landscape_py.var.py_var_scripts_check_capability_binding_landscape_key_re,output,output,contract_db10d734bd4330f00feb890e,python_value_candidate,python_value_candidate,[],"{""kind"": ""var"", ""shape"": ""python_value_candidate""}",{},{},ba6651dfcf7dded028cdee8ed6d426855b17dde83f2c979e7cf59896054759a3
edge_318301b31f9ac743a04fc01a,primitive.repo.scripts_check_capability_binding_landscape_py.function.py_function_scripts_check_capability_binding_landscape_main,input,input,contract_8e55fd1ebaa153d28c807172,callable_signature_candidate,callable_signature_candidate,[],"{""parameters"": [], ""shape"": ""callable_signature_candidate"", ""source"": ""repo_code_inventory""}",{},{},318301b31f9ac743a04fc01a746ac08406cf567c4e72b7a7001fd75601aa4255
edge_aee9db1429638065272fc084,primitive.repo.scripts_check_capability_binding_landscape_py.function.py_function_scripts_check_capability_binding_landscape_main,output,output,contract_f8de77bcbfa88e12592ba661,unknown_candidate,unknown_candidate,[],"{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}",{},{},aee9db1429638065272fc084d2814a73e035971646d6b2d0844d9891feeb991a
edge_08bf7056d1540c5c3c924979,primitive.repo.scripts_check_capability_binding_landscape_py.function.py_function_scripts_check_capability_binding_landscape_main_check,input,input,contract_d1d4714b0d4634dd968311d5,callable_signature_candidate,callable_signature_candidate,[],"{""parameters"": [{""kind"": ""python_parameter"", ""name"": ""name"", ""required"": true, ""source_line"": 70}, {""kind"": ""python_parameter"", ""name"": ""ok"", ""required"": true, ""source_line"": 70}, {""kind"": ""python_parameter"", ""name"": ""detail"", ""required"": true, ""source_line"": 70}], ""shape"": ""callable_signature_candidate"", ""source"": ""repo_code_inventory""}",{},{},08bf7056d1540c5c3c924979a72c443c223f579881f2aad46d2463fef1234bdc
edge_121db2235d34ee6a85687516,primitive.repo.scripts_check_capability_binding_landscape_py.function.py_function_scripts_check_capability_binding_landscape_main_check,output,output,contract_f8de77bcbfa88e12592ba661,unknown_candidate,unknown_candidate,[],"{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}",{},{},121db2235d34ee6a856875166448cf2202d195a9bc0e645d372e26706ef41b8f
edge_dc8ea01d7d6a55c16bae29f8,primitive.repo.scripts_check_capability_binding_landscape_py.var.py_var_scripts_check_capability_binding_landscape_ap,input,input,contract_7a3fc5080c880296de9c9131,source_symbol_candidate,source_symbol_candidate,[],"{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}",{},{},dc8ea01d7d6a55c16bae29f83334724ad33025b554c426c408183f68c935a1d3
edge_bff69711c25e4c460b5bbb0d,primitive.repo.scripts_check_capability_binding_landscape_py.var.py_var_scripts_check_capability_binding_landscape_ap,output,output,contract_db10d734bd4330f00feb890e,python_value_candidate,python_value_candidate,[],"{""kind"": ""var"", ""shape"": ""python_value_candidate""}",{},{},bff69711c25e4c460b5bbb0d4843d71b777f6cc8e4b7efaeb86d3127afa3c563
edge_ca0d9846dfd29068a2faaaeb,primitive.repo.scripts_check_capability_binding_provider_py.var.py_var_scripts_check_capability_binding_provider_repo,input,input,contract_7a3fc5080c880296de9c9131,source_symbol_candidate,source_symbol_candidate,[],"{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}",{},{},ca0d9846dfd29068a2faaaeb016ee70d377c57e7cdbcde7688d156b86c7856d4
edge_bf1764327b9a16cd7e2c1d73,primitive.repo.scripts_check_capability_binding_provider_py.var.py_var_scripts_check_capability_binding_provider_repo,output,output,contract_db10d734bd4330f00feb890e,python_value_candidate,python_value_candidate,[],"{""kind"": ""var"", ""shape"": ""python_value_candidate""}",{},{},bf1764327b9a16cd7e2c1d731cf3d4fc8b0140093159e9a497daf3650de90929
edge_2b3cd89dab2d45a778a047ea,primitive.repo.scripts_check_capability_binding_provider_py.var.py_var_scripts_check_capability_binding_provider_policy,input,input,contract_7a3fc5080c880296de9c9131,source_symbol_candidate,source_symbol_candidate,[],"{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}",{},{},2b3cd89dab2d45a778a047ea75de5cb6612f410dc879ce90423c3b1f9d7d1771
edge_f144f0c472ced0a3194a2457,primitive.repo.scripts_check_capability_binding_provider_py.var.py_var_scripts_check_capability_binding_provider_policy,output,output,contract_db10d734bd4330f00feb890e,python_value_candidate,python_value_candidate,[],"{""kind"": ""var"", ""shape"": ""python_value_candidate""}",{},{},f144f0c472ced0a3194a24571e7ca42aa5185bfa0134abe6f908df4417a07642
edge_b78cf8f879f076249fc369bf,primitive.repo.scripts_check_capability_binding_provider_py.var.py_var_scripts_check_capability_binding_provider_now,input,input,contract_7a3fc5080c880296de9c9131,source_symbol_candidate,source_symbol_candidate,[],"{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}",{},{},b78cf8f879f076249fc369bff6a8839c01e9d6781c30467681cf3f972295469e
edge_ecb606fe402b393823c6e77f,primitive.repo.scripts_check_capability_binding_provider_py.var.py_var_scripts_check_capability_binding_provider_now,output,output,contract_db10d734bd4330f00feb890e,python_value_candidate,python_value_candidate,[],"{""kind"": ""var"", ""shape"": ""python_value_candidate""}",{},{},ecb606fe402b393823c6e77f0701d8c9aa35de8ace93296b62b7161a2f528799
edge_03445fec2cd1daa63194fc01,primitive.repo.scripts_check_capability_binding_provider_py.var.py_var_scripts_check_capability_binding_provider_binding_module,input,input,contract_7a3fc5080c880296de9c9131,source_symbol_candidate,source_symbol_candidate,[],"{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}",{},{},03445fec2cd1daa63194fc0151bab63b175ab2edbaf0bc8c846f52cf4ea9b9a8
edge_e49ab5ccd303eba61001c7e2,primitive.repo.scripts_check_capability_binding_provider_py.var.py_var_scripts_check_capability_binding_provider_binding_module,output,output,contract_db10d734bd4330f00feb890e,python_value_candidate,python_value_candidate,[],"{""kind"": ""var"", ""shape"": ""python_value_candidate""}",{},{},e49ab5ccd303eba61001c7e29f0cbf1bc7fb50ac25591fd52608c7f0c7725c92
edge_b169cd89a4d179e368b98781,primitive.repo.scripts_check_capability_binding_provider_py.var.py_var_scripts_check_capability_binding_provider_candidates,input,input,contract_7a3fc5080c880296de9c9131,source_symbol_candidate,source_symbol_candidate,[],"{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}",{},{},b169cd89a4d179e368b98781e2bbe5a70680e13578fa4c190b88a91594be9f8f
edge_94f282c237d9dd349cf356ff,primitive.repo.scripts_check_capability_binding_provider_py.var.py_var_scripts_check_capability_binding_provider_candidates,output,output,contract_db10d734bd4330f00feb890e,python_value_candidate,python_value_candidate,[],"{""kind"": ""var"", ""shape"": ""python_value_candidate""}",{},{},94f282c237d9dd349cf356ffc734d866230a49f50671708d1e82e569f788b70a
edge_4ecfff45a28e157532d32582,primitive.repo.scripts_check_capability_binding_provider_py.function.py_function_scripts_check_capability_binding_provider_self_test,input,input,contract_8e55fd1ebaa153d28c807172,callable_signature_candidate,callable_signature_candidate,[],"{""parameters"": [], ""shape"": ""callable_signature_candidate"", ""source"": ""repo_code_inventory""}",{},{},4ecfff45a28e157532d325825fb0ea8d661f9c2dd3ca069c6860eaaa50a73e52
edge_54ff241d985b72d0ffa4e145,primitive.repo.scripts_check_capability_binding_provider_py.function.py_function_scripts_check_capability_binding_provider_self_test,output,output,contract_f8de77bcbfa88e12592ba661,unknown_candidate,unknown_candidate,[],"{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}",{},{},54ff241d985b72d0ffa4e14564cc656afc93318ac3016aca18c593399f0ed60a
edge_a343f6883517e8c990637854,primitive.repo.scripts_check_capability_binding_provider_py.function.py_function_scripts_check_capability_binding_provider_self_test_chk,input,input,contract_09aea13c2e07cbf26524a3d8,callable_signature_candidate,callable_signature_candidate,[],"{""parameters"": [{""kind"": ""python_parameter"", ""name"": ""name"", ""required"": true, ""source_line"": 50}, {""kind"": ""python_parameter"", ""name"": ""ok"", ""required"": true, ""source_line"": 50}, {""kind"": ""python_parameter"", ""name"": ""detail"", ""required"": true, ""source_line"": 50}], ""shape"": ""callable_signature_candidate"", ""source"": ""repo_code_inventory""}",{},{},a343f6883517e8c990637854f39ca39757658c0b30bbae37e39b323a28cff9bf
edge_7306fc9ea2c5b466f78fba52,primitive.repo.scripts_check_capability_binding_provider_py.function.py_function_scripts_check_capability_binding_provider_self_test_chk,output,output,contract_f8de77bcbfa88e12592ba661,unknown_candidate,unknown_candidate,[],"{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}",{},{},7306fc9ea2c5b466f78fba52bb3fa8f0f4ed7e8a725379c4a96dcda3a587772d
edge_44e0f0349f8d6c7360c63647,primitive.repo.scripts_check_capability_binding_provider_py.function.py_function_scripts_check_capability_binding_provider_main,input,input,contract_eca86bccfbffcd9a0714f839,callable_signature_candidate,callable_signature_candidate,[],"{""parameters"": [{""kind"": ""python_parameter"", ""name"": ""argv"", ""required"": true, ""source_line"": 187}], ""shape"": ""callable_signature_candidate"", ""source"": ""repo_code_inventory""}",{},{},44e0f0349f8d6c7360c6364744a958c6d00da725b0bf2b78a236e914c8e30fed
edge_cb5f55f540a4f14c77d840af,primitive.repo.scripts_check_capability_binding_provider_py.function.py_function_scripts_check_capability_binding_provider_main,output,output,contract_f8de77bcbfa88e12592ba661,unknown_candidate,unknown_candidate,[],"{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}",{},{},cb5f55f540a4f14c77d840affa03586a5381b9c18708152a859cc9036583888a
edge_9256b0427d9f21c7350a5e78,primitive.repo.scripts_check_capability_contract_examples_py.var.py_var_scripts_check_capability_contract_examples_repo,input,input,contract_7a3fc5080c880296de9c9131,source_symbol_candidate,source_symbol_candidate,[],"{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}",{},{},9256b0427d9f21c7350a5e78296e43909a4faa8a7d2b553a9d4e05c9d6866fdb
edge_1cd485e9ad56d1c55a00f8ef,primitive.repo.scripts_check_capability_contract_examples_py.var.py_var_scripts_check_capability_contract_examples_repo,output,output,contract_db10d734bd4330f00feb890e,python_value_candidate,python_value_candidate,[],"{""kind"": ""var"", ""shape"": ""python_value_candidate""}",{},{},1cd485e9ad56d1c55a00f8efa48392d7eeab2d2f84dd62f1533676964dc3be9c
edge_4841cc9871876069f7e5879a,primitive.repo.scripts_check_capability_contract_examples_py.var.py_var_scripts_check_capability_contract_examples_min_examples,input,input,contract_7a3fc5080c880296de9c9131,source_symbol_candidate,source_symbol_candidate,[],"{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}",{},{},4841cc9871876069f7e5879a0830d1d00071de741b28ba79c14a09225a082f00
edge_946e9acb64f20a0893b9dc99,primitive.repo.scripts_check_capability_contract_examples_py.var.py_var_scripts_check_capability_contract_examples_min_examples,output,output,contract_db10d734bd4330f00feb890e,python_value_candidate,python_value_candidate,[],"{""kind"": ""var"", ""shape"": ""python_value_candidate""}",{},{},946e9acb64f20a0893b9dc995e379b26e9278e02b8b4ce3417cfee0874b16d9d
edge_a41bdf09661fbae0e5d10995,primitive.repo.scripts_check_capability_contract_examples_py.function.py_function_scripts_check_capability_contract_examples_self_test,input,input,contract_8e55fd1ebaa153d28c807172,callable_signature_candidate,callable_signature_candidate,[],"{""parameters"": [], ""shape"": ""callable_signature_candidate"", ""source"": ""repo_code_inventory""}",{},{},a41bdf09661fbae0e5d10995a2f97f231457bd78e0e499a86625151315081a41
edge_3deb6df0b00476e9fda0f16d,primitive.repo.scripts_check_capability_contract_examples_py.function.py_function_scripts_check_capability_contract_examples_self_test,output,output,contract_f8de77bcbfa88e12592ba661,unknown_candidate,unknown_candidate,[],"{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}",{},{},3deb6df0b00476e9fda0f16dea25a486e9d772f4df1faecc227317ed96bf5fcb
edge_907334dd5cf2867a1483f23b,primitive.repo.scripts_check_capability_contract_examples_py.function.py_function_scripts_check_capability_contract_examples_self_test_check,input,input,contract_602622d24159f8d6eb6cccdb,callable_signature_candidate,callable_signature_candidate,[],"{""parameters"": [{""kind"": ""python_parameter"", ""name"": ""name"", ""required"": true, ""source_line"": 27}, {""kind"": ""python_parameter"", ""name"": ""ok"", ""required"": true, ""source_line"": 27}, {""kind"": ""python_parameter"", ""name"": ""detail"", ""required"": true, ""source_line"": 27}], ""shape"": ""callable_signature_candidate"", ""source"": ""repo_code_inventory""}",{},{},907334dd5cf2867a1483f23b2535b173a93baa34343cf447577acc79f4499f9c
edge_5e521b0c77b37c26ccf5a598,primitive.repo.scripts_check_capability_contract_examples_py.function.py_function_scripts_check_capability_contract_examples_self_test_check,output,output,contract_f8de77bcbfa88e12592ba661,unknown_candidate,unknown_candidate,[],"{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}",{},{},5e521b0c77b37c26ccf5a598d4f394180bd48562bcef947a1bb2f75a8096cfb1
edge_071a14bb7430c75ff9e48739,primitive.repo.scripts_check_capability_contract_examples_py.instance.py_inst_scripts_check_capability_contract_examples_self_test_reg,input,input,contract_8cf77b0fabb1452a011ae08c,source_symbol_candidate,source_symbol_candidate,[],"{""kind"": ""instance"", ""shape"": ""source_symbol_candidate""}",{},{},071a14bb7430c75ff9e48739464dfa7bd66af3799b64e9bd183f020346642b52
edge_6304946ba7c90bb55a474e2c,primitive.repo.scripts_check_capability_contract_examples_py.instance.py_inst_scripts_check_capability_contract_examples_self_test_reg,output,output,contract_3c100bb97ee822e522ea0c88,python_value_candidate,python_value_candidate,[],"{""kind"": ""instance"", ""shape"": ""python_value_candidate""}",{},{},6304946ba7c90bb55a474e2cacb8c156e82e31acb98bfdb78269b40464a23913
edge_ac37a2d8b57c6138efe12ca0,primitive.repo.scripts_check_capability_contract_examples_py.function.py_function_scripts_check_capability_contract_examples_main,input,input,contract_2f344e0798311f5b7b4faf8c,callable_signature_candidate,callable_signature_candidate,[],"{""parameters"": [{""kind"": ""python_parameter"", ""name"": ""argv"", ""required"": true, ""source_line"": 65}], ""shape"": ""callable_signature_candidate"", ""source"": ""repo_code_inventory""}",{},{},ac37a2d8b57c6138efe12ca04ac9c554256111eb033933649858db6bdeb7a945
edge_6cd94190d063be4da9f2db5a,primitive.repo.scripts_check_capability_contract_examples_py.function.py_function_scripts_check_capability_contract_examples_main,output,output,contract_f8de77bcbfa88e12592ba661,unknown_candidate,unknown_candidate,[],"{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}",{},{},6cd94190d063be4da9f2db5a98efca816b5f2885d5006230576883b3cee2a8ea
edge_1880973fb0a57aba0bd60cc7,primitive.repo.scripts_check_capability_implementation_registry_py.var.py_var_scripts_check_capability_implementation_registry_r,input,input,contract_7a3fc5080c880296de9c9131,source_symbol_candidate,source_symbol_candidate,[],"{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}",{},{},1880973fb0a57aba0bd60cc7e6c1980190d23fb3098b23ee2ec298e7b046bd83
edge_dd77e00769271a6a773a6a1c,primitive.repo.scripts_check_capability_implementation_registry_py.var.py_var_scripts_check_capability_implementation_registry_r,output,output,contract_db10d734bd4330f00feb890e,python_value_candidate,python_value_candidate,[],"{""kind"": ""var"", ""shape"": ""python_value_candidate""}",{},{},dd77e00769271a6a773a6a1c1c9c3ac66c42fd82a241be655aa91469dc44f80e
edge_9473bd48ea9f6c2c312c5e5a,primitive.repo.scripts_check_capability_implementation_registry_py.instance.py_inst_scripts_check_capability_implementation_registry_repo,input,input,contract_8cf77b0fabb1452a011ae08c,source_symbol_candidate,source_symbol_candidate,[],"{""kind"": ""instance"", ""shape"": ""source_symbol_candidate""}",{},{},9473bd48ea9f6c2c312c5e5ac24ee97f1d6fc6a5201e4a39ecf836dc8014a986
edge_ef2a6cae2596f4cb9b5625dd,primitive.repo.scripts_check_capability_implementation_registry_py.instance.py_inst_scripts_check_capability_implementation_registry_repo,output,output,contract_3c100bb97ee822e522ea0c88,python_value_candidate,python_value_candidate,[],"{""kind"": ""instance"", ""shape"": ""python_value_candidate""}",{},{},ef2a6cae2596f4cb9b5625dd21385e3029ec031604977c4a1cef5cb89cb4c332
edge_7d3440a0f00a36cce9e89cb2,primitive.repo.scripts_check_capability_implementation_registry_py.var.py_var_scripts_check_capability_implementation_registry_feed,input,input,contract_7a3fc5080c880296de9c9131,source_symbol_candidate,source_symbol_candidate,[],"{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}",{},{},7d3440a0f00a36cce9e89cb26029e0719fc0988488543cb8fb5b7ebda9050707
edge_b9a0d9923d9d88c7248bc7ca,primitive.repo.scripts_check_capability_implementation_registry_py.var.py_var_scripts_check_capability_implementation_registry_feed,output,output,contract_db10d734bd4330f00feb890e,python_value_candidate,python_value_candidate,[],"{""kind"": ""var"", ""shape"": ""python_value_candidate""}",{},{},b9a0d9923d9d88c7248bc7cac60e6b4258ff21fd20c4f9a8af2c1e627c765a38
edge_7796f5ae2c0513367ac79f17,primitive.repo.scripts_check_capability_implementation_registry_py.var.py_var_scripts_check_capability_implementation_registry_key_re,input,input,contract_7a3fc5080c880296de9c9131,source_symbol_candidate,source_symbol_candidate,[],"{""kind"": ""var"", ""shape"": ""source_symbol_candidate""}",{},{},7796f5ae2c0513367ac79f177fc58140da42ca6df5daa18a38d825887469691f
edge_35870eada71a026fafb88c86,primitive.repo.scripts_check_capability_implementation_registry_py.var.py_var_scripts_check_capability_implementation_registry_key_re,output,output,contract_db10d734bd4330f00feb890e,python_value_candidate,python_value_candidate,[],"{""kind"": ""var"", ""shape"": ""python_value_candidate""}",{},{},35870eada71a026fafb88c869421ba9442c9ddfd150ee13e5a31c0282ea8cd8e
edge_e590ac57aff19f8318cd1be2,primitive.repo.scripts_check_capability_implementation_registry_py.function.py_function_scripts_check_capability_implementation_registry_self_test,input,input,contract_8e55fd1ebaa153d28c807172,callable_signature_candidate,callable_signature_candidate,[],"{""parameters"": [], ""shape"": ""callable_signature_candidate"", ""source"": ""repo_code_inventory""}",{},{},e590ac57aff19f8318cd1be24e58f89404f58fbb92c866a84603ed6c6392c610
edge_ebf9362bcec59de43e7853b1,primitive.repo.scripts_check_capability_implementation_registry_py.function.py_function_scripts_check_capability_implementation_registry_self_test,output,output,contract_f8de77bcbfa88e12592ba661,unknown_candidate,unknown_candidate,[],"{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}",{},{},ebf9362bcec59de43e7853b1840484b1dc8bfd1cf82325bd6d1e5474aa826651
edge_1977ed75fb741a068e46117a,primitive.repo.scripts_check_capability_implementation_registry_py.function.py_function_scripts_check_capability_implementation_registry_self_test_ck,input,input,contract_26c95dabb65fd8e30742a003,callable_signature_candidate,callable_signature_candidate,[],"{""parameters"": [{""kind"": ""python_parameter"", ""name"": ""name"", ""required"": true, ""source_line"": 33}, {""kind"": ""python_parameter"", ""name"": ""ok"", ""required"": true, ""source_line"": 33}, {""kind"": ""python_parameter"", ""name"": ""detail"", ""required"": true, ""source_line"": 33}], ""shape"": ""callable_signature_candidate"", ""source"": ""repo_code_inventory""}",{},{},1977ed75fb741a068e46117ac8840cdbccadf8280d326b505d130171d75ee690
edge_5e62a6ec9a924045bbd6128d,primitive.repo.scripts_check_capability_implementation_registry_py.function.py_function_scripts_check_capability_implementation_registry_self_test_ck,output,output,contract_f8de77bcbfa88e12592ba661,unknown_candidate,unknown_candidate,[],"{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}",{},{},5e62a6ec9a924045bbd6128de388d13b5190f66a8cd88b9b26e00df6da216aa6
edge_79850c111034e4a29edd7082,primitive.repo.scripts_check_capability_implementation_registry_py.function.py_function_scripts_check_capability_implementation_registry_main,input,input,contract_f15d4b824cfe0d9e38e4a5d3,callable_signature_candidate,callable_signature_candidate,[],"{""parameters"": [{""kind"": ""python_parameter"", ""name"": ""argv"", ""required"": true, ""source_line"": 97}], ""shape"": ""callable_signature_candidate"", ""source"": ""repo_code_inventory""}",{},{},79850c111034e4a29edd708218ffcd794c19267ca8d04933e0b434a832490709
edge_03d47ef8a4699f2ac85cc5b5,primitive.repo.scripts_check_capability_implementation_registry_py.function.py_function_scripts_check_capability_implementation_registry_main,output,output,contract_f8de77bcbfa88e12592ba661,unknown_candidate,unknown_candidate,[],"{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}",{},{},03d47ef8a4699f2ac85cc5b5acae638c14ce371128cb0426803ad1303aeedc59
edge_1ebf42b1a7c7960d77e3a4f5,primitive.repo.scripts_check_capability_ladders_py.const.py_const_scripts_check_capability_ladders_repo,input,input,contract_98cdd97ed47632b98dcc0da5,source_symbol_candidate,source_symbol_candidate,[],"{""kind"": ""const"", ""shape"": ""source_symbol_candidate""}",{},{},1ebf42b1a7c7960d77e3a4f5f34cedd135ec8dbfc4f0e86366b91eb6fa1f83b8
edge_3fa7527ff716383018214148,primitive.repo.scripts_check_capability_ladders_py.const.py_const_scripts_check_capability_ladders_repo,output,output,contract_881d46bf17689470c77a7f78,python_value_candidate,python_value_candidate,[],"{""kind"": ""const"", ""shape"": ""python_value_candidate""}",{},{},3fa7527ff716383018214148a718a834779197c0bee74c3283edd0c5af192ac6
edge_217dca3abbd19bc2a623d3b0,primitive.repo.scripts_check_capability_ladders_py.function.py_function_scripts_check_capability_ladders_load,input,input,contract_bb478deafe50386180710688,callable_signature_candidate,callable_signature_candidate,[],"{""parameters"": [{""kind"": ""python_parameter"", ""name"": ""name"", ""required"": true, ""source_line"": 20}], ""shape"": ""callable_signature_candidate"", ""source"": ""repo_code_inventory""}",{},{},217dca3abbd19bc2a623d3b05bec9348bbd29323c936e35b10ad331458b34e9f
edge_cbc1e3c246378cde3de292b3,primitive.repo.scripts_check_capability_ladders_py.function.py_function_scripts_check_capability_ladders_load,output,output,contract_f8de77bcbfa88e12592ba661,unknown_candidate,unknown_candidate,[],"{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}",{},{},cbc1e3c246378cde3de292b399d073d9c19a315e810efc930fbd7fdb2ab2dbfb
edge_1c29a2de0081512d982794b8,primitive.repo.scripts_check_capability_ladders_py.function.py_function_scripts_check_capability_ladders_self_test,input,input,contract_1147512226f0e8ec11c645ec,callable_signature_candidate,callable_signature_candidate,[],"{""parameters"": [{""kind"": ""python_parameter"", ""name"": ""r"", ""required"": true, ""source_line"": 49}], ""shape"": ""callable_signature_candidate"", ""source"": ""repo_code_inventory""}",{},{},1c29a2de0081512d982794b8dbbcc391dfd043d389ed1f8848cdba7d728a0e7f
edge_d9d34f02d034d10a728b8726,primitive.repo.scripts_check_capability_ladders_py.function.py_function_scripts_check_capability_ladders_self_test,output,output,contract_f8de77bcbfa88e12592ba661,unknown_candidate,unknown_candidate,[],"{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}",{},{},d9d34f02d034d10a728b872614aaf89887c1caddcba909de8080db9dc83732ed
edge_22f2300e4ce3daf6ab8de84c,primitive.repo.scripts_check_capability_ladders_py.function.py_function_scripts_check_capability_ladders_self_test_ck,input,input,contract_6dbc52b51ee4a4f8bb8bc05c,callable_signature_candidate,callable_signature_candidate,[],"{""parameters"": [{""kind"": ""python_parameter"", ""name"": ""n"", ""required"": true, ""source_line"": 34}, {""kind"": ""python_parameter"", ""name"": ""ok"", ""required"": true, ""source_line"": 34}, {""kind"": ""python_parameter"", ""name"": ""d"", ""required"": true, ""source_line"": 34}], ""shape"": ""callable_signature_candidate"", ""source"": ""repo_code_inventory""}",{},{},22f2300e4ce3daf6ab8de84c02710d6564812b7c1f12776b8f9b9e4a522f14f3
edge_cb1f85e08a5ecbf31a7a81ec,primitive.repo.scripts_check_capability_ladders_py.function.py_function_scripts_check_capability_ladders_self_test_ck,output,output,contract_f8de77bcbfa88e12592ba661,unknown_candidate,unknown_candidate,[],"{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}",{},{},cb1f85e08a5ecbf31a7a81ec65451fd0373b05bc0eac650ebfc75b793ad7bee5
edge_8717cef665c54cf4eae5b243,primitive.repo.scripts_check_capability_planner_py.const.py_const_scripts_check_capability_planner_repo,input,input,contract_98cdd97ed47632b98dcc0da5,source_symbol_candidate,source_symbol_candidate,[],"{""kind"": ""const"", ""shape"": ""source_symbol_candidate""}",{},{},8717cef665c54cf4eae5b2439b23a0dd3d0a95ec4b8fae1be5ac00149aecd989
edge_8fce37b1324dd1464743674d,primitive.repo.scripts_check_capability_planner_py.const.py_const_scripts_check_capability_planner_repo,output,output,contract_881d46bf17689470c77a7f78,python_value_candidate,python_value_candidate,[],"{""kind"": ""const"", ""shape"": ""python_value_candidate""}",{},{},8fce37b1324dd1464743674d143bfeaa9d0b2c7ba5e2806fc72ce409c3c9329d
edge_f4c56c0e1ec48512c428dafa,primitive.repo.scripts_check_capability_planner_py.function.py_function_scripts_check_capability_planner_self_test,input,input,contract_d6712361507240b240aa9fba,callable_signature_candidate,callable_signature_candidate,[],"{""parameters"": [{""kind"": ""python_parameter"", ""name"": ""hub"", ""required"": true, ""source_line"": 64}, {""kind"": ""python_parameter"", ""name"": ""intent"", ""required"": true, ""source_line"": 64}, {""kind"": ""python_parameter"", ""name"": ""hub"", ""required"": true, ""source_line"": 70}, {""kind"": ""python_parameter"", ""name"": ""intent"", ""required"": true, ""source_line"": 70}, {""kind"": ""python_parameter"", ""name"": ""hub"", ""required"": true, ""source_line"": 122}, {""kind"": ""python_parameter"", ""name"": ""intent"", ""required"": true, ""source_line"": 122}], ""shape"": ""callable_signature_candidate"", ""source"": ""repo_code_inventory""}",{},{},f4c56c0e1ec48512c428dafa4d0e76f9c22188612e86ad53483c1c180f47d2a6
edge_8195fc95d4c7b67838782d4d,primitive.repo.scripts_check_capability_planner_py.function.py_function_scripts_check_capability_planner_self_test,output,output,contract_f8de77bcbfa88e12592ba661,unknown_candidate,unknown_candidate,[],"{""reason"": ""repo inventory does not prove return shape; promote only after proof receipts or observed logs"", ""shape"": ""unknown_candidate""}",{},{},8195fc95d4c7b67838782d4d8fd3cd4bc95bc65fa73c3135ea45d4044f6d23ce
